DBN,Category,Total Enrollment
30Q111,English Language Learners,53.0
30Q111,Poverty,249.0
30Q111,Reside in temporary housing,39.0
30Q111,Students with Disabilities,86.0
30Q112,All Students,447.0
30Q112,Attend school outside district of residence,15.0
30Q112,English Language Learners,76.0
30Q112,Poverty,447.0
30Q112,Reside in temporary housing,30.0
30Q112,Students with Disabilities,69.0
30Q122,All Students,1350.0
30Q122,Attend school outside district of residence,49.0
30Q122,English Language Learners,70.0
30Q122,Poverty,721.0
30Q122,Reside in temporary housing,26.0
30Q122,Students with Disabilities,135.0
30Q126,All Students,581.0
30Q126,Attend school outside district of residence,29.0
30Q126,English Language Learners,70.0
30Q126,Poverty,581.0
30Q126,Reside in temporary housing,27.0
30Q150,English Language Learners,152.0
30Q126,Students with Disabilities,116.0
30Q127,All Students,1298.0
30Q127,Attend school outside district of residence,140.0
30Q127,English Language Learners,420.0
30Q127,Poverty,1087.0
30Q127,Reside in temporary housing,61.0
30Q127,Students with Disabilities,187.0
30Q141,All Students,1161.0
30Q141,Attend school outside district of residence,39.0
30Q141,English Language Learners,65.0
30Q141,Poverty,1161.0
30Q141,Reside in temporary housing,49.0
30Q141,Students with Disabilities,163.0
30Q145,All Students,1925.0
30Q145,Attend school outside district of residence,395.0
30Q145,English Language Learners,395.0
30Q145,Poverty,1925.0
30Q145,Reside in temporary housing,127.0
30Q145,Students with Disabilities,324.0
30Q148,All Students,958.0
30Q148,Attend school outside district of residence,44.0
30Q148,English Language Learners,301.0
30Q148,Poverty,958.0
30Q148,Reside in temporary housing,90.0
30Q148,Students with Disabilities,154.0
30Q149,All Students,1177.0
30Q149,Attend school outside district of residence,57.0
30Q149,English Language Learners,359.0
30Q149,Poverty,1177.0
30Q149,Reside in temporary housing,255.0
30Q149,Students with Disabilities,141.0
30Q150,All Students,1099.0
30Q150,Attend school outside district of residence,102.0
30Q150,Poverty,1099.0
30Q150,Reside in temporary housing,37.0
30Q150,Students with Disabilities,120.0
30Q151,All Students,374.0
30Q151,Attend school outside district of residence,13.0
30Q151,English Language Learners,49.0
30Q151,Poverty,345.0
30Q151,Reside in temporary housing,47.0
30Q151,Students with Disabilities,83.0
30Q152,All Students,1221.0
30Q152,Attend school outside district of residence,16.0
30Q152,English Language Learners,375.0
30Q152,Poverty,1221.0
30Q152,Reside in temporary housing,247.0
30Q152,Students with Disabilities,148.0
30Q166,All Students,1144.0
30Q166,Attend school outside district of residence,30.0
30Q166,English Language Learners,203.0
30Q166,Poverty,804.0
30Q166,Reside in temporary housing,11.0
30Q166,Students with Disabilities,105.0
30Q171,All Students,479.0
30Q171,Attend school outside district of residence,10.0
30Q171,English Language Learners,101.0
30Q171,Poverty,458.0
30Q171,Reside in temporary housing,42.0
30Q171,Students with Disabilities,107.0
30Q204,All Students,495.0
30Q204,Attend school outside district of residence,20.0
30Q204,English Language Learners,72.0
30Q204,Poverty,495.0
30Q204,Reside in temporary housing,17.0
30Q204,Students with Disabilities,133.0
30Q212,All Students,788.0
30Q227,English Language Learners,81.0
30Q212,Attend school outside district of residence,29.0
30Q212,English Language Learners,113.0
30Q212,Poverty,788.0
30Q212,Reside in temporary housing,9.0
30Q212,Students with Disabilities,112.0
30Q222,All Students,254.0
30Q222,Attend school outside district of residence,60.0
30Q222,English Language Learners,77.0
30Q222,Poverty,196.0
30Q222,Reside in temporary housing,28.0
30Q222,Students with Disabilities,26.0
30Q227,All Students,1572.0
30Q227,Attend school outside district of residence,997.0
30Q227,Poverty,1572.0
30Q227,Reside in temporary housing,52.0
30Q227,Students with Disabilities,224.0
30Q228,All Students,297.0
30Q228,Attend school outside district of residence,12.0
30Q228,English Language Learners,155.0
30Q228,Poverty,271.0
30Q228,Reside in temporary housing,51.0
30Q228,Students with Disabilities,63.0
30Q230,All Students,1198.0
30Q230,Attend school outside district of residence,128.0
30Q230,English Language Learners,131.0
30Q235,Reside in temporary housing,50.0
30Q230,Poverty,1198.0
30Q230,Reside in temporary housing,22.0
30Q230,Students with Disabilities,144.0
30Q234,All Students,564.0
30Q234,Attend school outside district of residence,8.0
30Q234,English Language Learners,135.0
30Q234,Poverty,481.0
30Q234,Reside in temporary housing,24.0
30Q234,Students with Disabilities,90.0
30Q235,All Students,150.0
30Q235,Attend school outside district of residence,48.0
30Q286,Reside in temporary housing,
30Q235,English Language Learners,149.0
30Q235,Poverty,150.0
30Q280,All Students,706.0
30Q280,Attend school outside district of residence,50.0
30Q280,English Language Learners,277.0
30Q280,Poverty,687.0
30Q280,Reside in temporary housing,52.0
30Q280,Students with Disabilities,103.0
30Q286,All Students,245.0
30Q286,Attend school outside district of residence,74.0
30Q286,English Language Learners,8.0
30Q286,Poverty,217.0
30Q286,Students with Disabilities,34.0
30Q291,All Students,374.0
30Q291,Attend school outside district of residence,44.0
30Q291,English Language Learners,27.0
30Q291,Poverty,374.0
30Q291,Reside in temporary housing,6.0
30Q291,Students with Disabilities,78.0
30Q300,All Students,236.0
30Q300,Attend school outside district of residence,160.0
30Q300,English Language Learners,
30Q300,Poverty,236.0
30Q300,Reside in temporary housing,
30Q329,All Students,239.0
30Q329,Attend school outside district of residence,17.0
30Q329,English Language Learners,122.0
30Q329,Poverty,231.0
30Q329,Reside in temporary housing,16.0
30Q329,Students with Disabilities,46.0
30Q361,All Students,71.0
30Q361,Attend school outside district of residence,
30Q361,English Language Learners,24.0
30Q361,Poverty,57.0
30Q361,Reside in temporary housing,22.0
30Q361,Students with Disabilities,10.0
30Q580,All Students,186.0
30Q580,Attend school outside district of residence,132.0
30Q580,Poverty,56.0
30Q580,Students with Disabilities,
31R001,All Students,457.0
31R001,English Language Learners,24.0
31R001,Poverty,163.0
31R001,Reside in temporary housing,10.0
31R001,Students with Disabilities,142.0
31R002,All Students,809.0
31R002,Attend school outside district of residence,
31R002,English Language Learners,43.0
31R002,Poverty,809.0
31R002,Reside in temporary housing,33.0
31R002,Students with Disabilities,203.0
31R003,All Students,868.0
31R003,Attend school outside district of residence,
31R003,English Language Learners,14.0
31R003,Poverty,247.0
31R003,Reside in temporary housing,8.0
31R003,Students with Disabilities,166.0
31R006,Reside in temporary housing,11.0
31R004,All Students,708.0
31R004,English Language Learners,27.0
31R004,Poverty,274.0
31R004,Reside in temporary housing,26.0
31R030,Attend school outside district of residence,
31R004,Students with Disabilities,217.0
31R005,All Students,256.0
31R005,English Language Learners,
31R005,Poverty,45.0
31R005,Reside in temporary housing,8.0
31R005,Students with Disabilities,53.0
31R006,All Students,595.0
31R006,Attend school outside district of residence,
31R006,English Language Learners,18.0
31R006,Poverty,212.0
31R006,Students with Disabilities,155.0
31R007,All Students,1190.0
31R007,Poverty,1190.0
31R007,Reside in temporary housing,15.0
31R007,Students with Disabilities,204.0
31R008,All Students,538.0
31R008,English Language Learners,9.0
31R008,Poverty,188.0
31R008,Reside in temporary housing,
31R008,Students with Disabilities,108.0
31R009,All Students,180.0
31R009,English Language Learners,
31R009,Poverty,81.0
31R009,Reside in temporary housing,
31R009,Students with Disabilities,56.0
31R010,All Students,95.0
31R010,Attend school outside district of residence,
31R010,English Language Learners,25.0
31R010,Poverty,88.0
31R010,Reside in temporary housing,32.0
31R010,Students with Disabilities,20.0
31R011,All Students,251.0
31R011,English Language Learners,31.0
31R011,Poverty,194.0
31R011,Reside in temporary housing,17.0
31R011,Students with Disabilities,54.0
31R013,All Students,835.0
31R013,Attend school outside district of residence,6.0
31R013,English Language Learners,115.0
31R013,Poverty,835.0
31R013,Reside in temporary housing,63.0
31R013,Students with Disabilities,191.0
31R016,All Students,567.0
31R016,Attend school outside district of residence,
31R016,English Language Learners,143.0
31R016,Poverty,545.0
31R016,Reside in temporary housing,99.0
31R016,Students with Disabilities,147.0
31R018,All Students,577.0
31R018,Attend school outside district of residence,
31R018,English Language Learners,40.0
31R020,Students with Disabilities,171.0
31R018,Poverty,577.0
31R018,Reside in temporary housing,106.0
31R018,Students with Disabilities,219.0
31R019,All Students,622.0
31R019,Attend school outside district of residence,
31R019,English Language Learners,114.0
31R019,Poverty,622.0
31R019,Reside in temporary housing,32.0
31R019,Students with Disabilities,125.0
31R032,Reside in temporary housing,8.0
31R020,All Students,492.0
31R020,English Language Learners,189.0
31R020,Poverty,473.0
31R020,Reside in temporary housing,45.0
31R021,All Students,405.0
31R021,English Language Learners,69.0
31R021,Poverty,405.0
31R021,Reside in temporary housing,18.0
31R021,Students with Disabilities,134.0
31R022,All Students,1024.0
31R022,Attend school outside district of residence,9.0
31R022,English Language Learners,150.0
31R036,English Language Learners,22.0
31R022,Poverty,893.0
31R022,Reside in temporary housing,107.0
31R022,Students with Disabilities,212.0
31R023,All Students,480.0
31R023,English Language Learners,9.0
31R023,Poverty,150.0
31R023,Students with Disabilities,141.0
31R024,All Students,1290.0
31R024,English Language Learners,27.0
31R024,Poverty,1290.0
31R024,Reside in temporary housing,25.0
31R024,Students with Disabilities,292.0
31R026,All Students,218.0
31R026,English Language Learners,21.0
31R026,Poverty,116.0
31R026,Reside in temporary housing,11.0
31R026,Students with Disabilities,48.0
31R027,All Students,1038.0
31R027,Attend school outside district of residence,
31R027,English Language Learners,55.0
31R027,Poverty,1038.0
31R027,Reside in temporary housing,39.0
31R027,Students with Disabilities,249.0
31R053,Reside in temporary housing,14.0
31R028,All Students,127.0
31R028,Attend school outside district of residence,
31R028,English Language Learners,
31R028,Poverty,97.0
31R028,Reside in temporary housing,12.0
31R028,Students with Disabilities,48.0
31R029,All Students,685.0
31R029,Attend school outside district of residence,
31R029,English Language Learners,23.0
31R029,Poverty,324.0
31R029,Reside in temporary housing,6.0
31R029,Students with Disabilities,129.0
31R030,All Students,768.0
31R030,Poverty,268.0
31R030,Reside in temporary housing,21.0
31R030,Students with Disabilities,180.0
31R031,All Students,432.0
31R031,Attend school outside district of residence,
31R031,English Language Learners,18.0
31R031,Poverty,432.0
31R031,Reside in temporary housing,66.0
31R031,Students with Disabilities,112.0
31R032,All Students,634.0
31R032,Attend school outside district of residence,
31R032,English Language Learners,13.0
31R032,Poverty,206.0
31R032,Students with Disabilities,180.0
31R034,All Students,1172.0
31R034,English Language Learners,15.0
31R034,Poverty,1172.0
31R034,Reside in temporary housing,8.0
31R034,Students with Disabilities,305.0
31R035,All Students,373.0
31R035,Attend school outside district of residence,
31R035,English Language Learners,10.0
31R035,Poverty,136.0
31R035,Reside in temporary housing,6.0
31R035,Students with Disabilities,79.0
31R036,All Students,838.0
31R036,Poverty,271.0
31R036,Reside in temporary housing,
31R036,Students with Disabilities,170.0
31R038,All Students,338.0
31R038,English Language Learners,55.0
31R038,Poverty,218.0
31R038,Reside in temporary housing,
31R038,Students with Disabilities,63.0
31R039,All Students,517.0
31R039,Attend school outside district of residence,
31R039,English Language Learners,57.0
31R039,Poverty,346.0
31R039,Reside in temporary housing,18.0
31R039,Students with Disabilities,98.0
31R041,All Students,657.0
31R041,Attend school outside district of residence,
31R041,English Language Learners,77.0
31R041,Poverty,414.0
31R041,Reside in temporary housing,12.0
31R041,Students with Disabilities,137.0
31R042,All Students,916.0
31R042,Attend school outside district of residence,
31R042,English Language Learners,29.0
31R042,Poverty,320.0
31R042,Reside in temporary housing,11.0
31R060,English Language Learners,34.0
31R042,Students with Disabilities,196.0
31R044,All Students,888.0
31R044,Poverty,829.0
31R044,Reside in temporary housing,60.0
31R044,Students with Disabilities,245.0
31R045,All Students,865.0
31R045,Attend school outside district of residence,8.0
31R045,English Language Learners,49.0
31R045,Poverty,641.0
31R045,Reside in temporary housing,70.0
31R045,Students with Disabilities,184.0
31R046,All Students,278.0
31R046,English Language Learners,28.0
31R046,Poverty,226.0
31R046,Reside in temporary housing,7.0
31R046,Students with Disabilities,86.0
31R048,All Students,930.0
31R048,Attend school outside district of residence,
31R048,English Language Learners,56.0
31R048,Poverty,385.0
31R048,Reside in temporary housing,11.0
31R048,Students with Disabilities,173.0
31R049,All Students,775.0
31R065,Reside in temporary housing,21.0
31R049,English Language Learners,78.0
31R049,Poverty,775.0
31R049,Reside in temporary housing,70.0
31R049,Students with Disabilities,271.0
31R050,All Students,797.0
31R050,English Language Learners,23.0
31R050,Poverty,258.0
31R050,Reside in temporary housing,
31R050,Students with Disabilities,145.0
31R051,All Students,1264.0
31R051,Attend school outside district of residence,
31R051,English Language Learners,96.0
31R051,Poverty,1264.0
31R051,Reside in temporary housing,71.0
31R051,Students with Disabilities,390.0
31R052,All Students,460.0
31R052,English Language Learners,62.0
31R052,Poverty,283.0
31R052,Reside in temporary housing,20.0
31R069,Attend school outside district of residence,
