DBN,Category,#Grade K,#Grade 1,#Grade 2,#Grade 3,#Grade 4,#Grade 5
29Q195,Attend school outside district of residence,s,8,6,s,9,s
29Q116,Poverty,80,112,87,101,83,77
29Q116,Reside in temporary housing,10,16,21,18,17,13
29Q116,Students with Disabilities,15,23,23,21,20,18
29Q118,Poverty,68,73,102,70,92,89
29Q118,Reside in temporary housing,s,9,8,s,7,8
29Q118,Students with Disabilities,10,10,16,15,17,21
29Q131,All Students,130,126,136,153,154,130
29Q131,Attend school outside district of residence,13,8,s,9,s,6
29Q131,English Language Learners,32,40,33,25,21,19
29Q195,English Language Learners,s,s,s,s,s,s
29Q131,Poverty,107,104,112,125,126,109
29Q131,Reside in temporary housing,18,17,20,13,12,8
29Q131,Students with Disabilities,21,10,16,16,18,11
29Q132,All Students,77,50,53,61,53,51
29Q132,Attend school outside district of residence,7,6,6,s,s,s
29Q132,English Language Learners,No Data,No Data,No Data,s,No Data,No Data
29Q132,Poverty,63,46,47,50,44,37
29Q132,Reside in temporary housing,18,16,s,19,16,s
29Q132,Students with Disabilities,s,s,16,21,12,9
29Q134,All Students,70,73,53,80,71,59
29Q134,Attend school outside district of residence,s,s,s,s,s,s
29Q134,English Language Learners,10,15,s,s,6,s
29Q259,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
29Q134,Poverty,56,54,38,62,49,35
29Q134,Reside in temporary housing,s,6,s,s,s,s
29Q134,Students with Disabilities,9,11,12,16,14,21
29Q135,All Students,144,141,160,156,170,148
29Q135,Attend school outside district of residence,s,s,s,s,s,s
29Q135,English Language Learners,25,24,27,14,14,6
29Q135,Poverty,144,141,160,156,170,148
29Q135,Reside in temporary housing,s,s,7,9,8,7
29Q135,Students with Disabilities,18,21,17,20,24,26
29Q136,All Students,108,84,111,106,95,80
29Q136,Attend school outside district of residence,s,s,s,7,s,s
29Q136,English Language Learners,s,s,s,s,s,No Data
30Q092,Reside in temporary housing,6,s,s,s,s,No Data
29Q136,Poverty,97,71,103,99,89,75
29Q136,Reside in temporary housing,s,s,8,10,8,9
29Q136,Students with Disabilities,12,14,23,24,16,18
29Q138,All Students,77,59,71,80,78,72
29Q138,Attend school outside district of residence,s,No Data,s,s,No Data,s
29Q138,English Language Learners,7,7,8,s,s,s
29Q138,Poverty,64,48,59,58,58,56
29Q138,Reside in temporary housing,7,6,s,6,6,s
29Q138,Students with Disabilities,10,7,12,13,17,16
29Q147,All Students,52,53,59,81,71,61
29Q147,Attend school outside district of residence,s,s,No Data,s,s,s
29Q147,English Language Learners,s,s,s,s,s,s
29Q259,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
29Q147,Poverty,42,47,43,66,47,43
29Q147,Reside in temporary housing,s,s,s,s,s,s
29Q147,Students with Disabilities,s,7,11,20,17,13
29Q156,All Students,46,45,44,48,44,46
29Q156,Attend school outside district of residence,s,s,6,s,s,s
29Q156,English Language Learners,s,s,s,s,s,s
29Q156,Poverty,30,32,35,38,26,39
29Q156,Reside in temporary housing,s,s,s,11,s,s
29Q156,Students with Disabilities,s,s,12,s,7,8
29Q176,All Students,75,93,112,137,144,122
29Q176,Attend school outside district of residence,6,8,6,s,6,s
29Q176,English Language Learners,s,s,No Data,No Data,s,s
29Q176,Poverty,54,73,84,108,94,88
29Q176,Reside in temporary housing,No Data,s,s,s,s,s
29Q181,All Students,75,67,55,57,44,60
29Q181,Attend school outside district of residence,13,7,s,s,s,s
29Q181,English Language Learners,No Data,s,s,s,s,s
29Q181,Poverty,53,47,43,43,29,39
29Q181,Reside in temporary housing,s,s,s,s,s,6
29Q181,Students with Disabilities,9,15,9,16,10,14
29Q192,All Students,No Data,No Data,No Data,No Data,No Data,No Data
29Q192,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
29Q192,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
29Q192,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
29Q192,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
29Q192,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
31R023,Reside in temporary housing,s,s,16,s,9,6
29Q195,All Students,78,87,91,105,103,89
29Q195,Poverty,69,75,78,87,82,74
29Q195,Reside in temporary housing,7,14,8,9,s,s
29Q195,Students with Disabilities,9,10,17,15,21,20
29Q208,All Students,63,75,73,74,82,88
29Q208,Attend school outside district of residence,s,s,s,s,s,s
29Q208,English Language Learners,No Data,s,No Data,No Data,s,No Data
29Q208,Poverty,34,43,40,40,45,42
29Q208,Reside in temporary housing,s,s,s,No Data,No Data,s
29Q208,Students with Disabilities,10,14,17,15,11,13
29Q238,All Students,No Data,No Data,No Data,No Data,No Data,No Data
29Q238,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
29Q238,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
29Q283,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
29Q238,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
29Q238,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
29Q238,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
29Q251,All Students,51,61,63,72,48,No Data
29Q251,Attend school outside district of residence,s,s,10,11,s,No Data
29Q251,Poverty,35,51,41,50,38,No Data
29Q251,Reside in temporary housing,s,s,s,s,6,No Data
29Q251,Students with Disabilities,s,s,15,19,13,No Data
29Q259,All Students,No Data,No Data,No Data,No Data,No Data,No Data
29Q259,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
29Q259,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
29Q259,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
29Q268,All Students,68,77,68,75,47,61
29Q268,Attend school outside district of residence,s,s,s,s,s,s
29Q268,English Language Learners,16,21,s,No Data,s,No Data
29Q268,Poverty,58,72,63,60,34,49
29Q268,Reside in temporary housing,No Data,s,s,s,No Data,s
29Q268,Students with Disabilities,s,11,11,10,8,6
29Q270,All Students,44,73,66,81,83,77
29Q270,Attend school outside district of residence,s,6,s,9,s,s
29Q270,English Language Learners,s,No Data,No Data,No Data,No Data,No Data
29Q270,Poverty,30,46,39,50,50,43
29Q270,Reside in temporary housing,s,No Data,No Data,s,s,No Data
29Q270,Students with Disabilities,s,s,s,11,14,8
29Q283,All Students,No Data,No Data,No Data,No Data,No Data,No Data
29Q283,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
29Q283,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
29Q283,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
29Q289,All Students,No Data,No Data,No Data,No Data,No Data,No Data
29Q289,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
29Q289,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
29Q289,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
29Q289,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
29Q289,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
29Q295,All Students,51,47,53,70,67,58
29Q295,Attend school outside district of residence,s,s,No Data,s,s,No Data
29Q295,English Language Learners,13,7,6,8,8,s
29Q295,Poverty,40,33,44,55,54,46
29Q295,Students with Disabilities,s,8,s,10,16,9
29Q327,All Students,No Data,No Data,No Data,No Data,No Data,No Data
29Q327,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
29Q327,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
29Q327,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
29Q327,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
29Q355,All Students,No Data,No Data,No Data,No Data,No Data,No Data
29Q355,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
29Q355,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
29Q355,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
29Q355,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
29Q355,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
30Q002,English Language Learners,17,20,27,11,12,10
29Q356,All Students,No Data,No Data,No Data,No Data,No Data,No Data
29Q356,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
29Q356,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
29Q356,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
29Q356,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
29Q356,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
29Q360,All Students,61,No Data,No Data,No Data,No Data,No Data
29Q360,Attend school outside district of residence,9,No Data,No Data,No Data,No Data,No Data
29Q360,Poverty,42,No Data,No Data,No Data,No Data,No Data
29Q360,Reside in temporary housing,s,No Data,No Data,No Data,No Data,No Data
29Q360,Students with Disabilities,s,No Data,No Data,No Data,No Data,No Data
30Q002,All Students,83,88,116,108,110,88
30Q002,Poverty,63,72,88,81,83,73
30Q002,Reside in temporary housing,7,s,s,s,No Data,No Data
30Q002,Students with Disabilities,13,18,18,22,11,13
30Q010,All Students,No Data,No Data,No Data,No Data,No Data,No Data
30Q010,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
30Q010,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
30Q010,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
30Q010,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
30Q010,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
30Q011,All Students,129,163,164,186,187,200
30Q011,Attend school outside district of residence,9,12,10,12,7,13
30Q011,English Language Learners,49,68,49,38,34,34
30Q011,Poverty,129,163,164,186,187,200
30Q011,Reside in temporary housing,16,25,23,29,25,16
30Q011,Students with Disabilities,17,19,23,30,38,48
30Q017,All Students,99,96,91,81,74,91
30Q017,Attend school outside district of residence,s,s,s,s,s,s
30Q017,English Language Learners,34,33,19,16,13,12
30Q017,Poverty,99,96,91,81,74,91
30Q017,Reside in temporary housing,s,6,6,14,s,8
30Q017,Students with Disabilities,17,18,24,17,14,24
30Q069,All Students,153,153,139,187,188,213
30Q069,Attend school outside district of residence,s,s,s,No Data,8,8
30Q069,English Language Learners,43,47,31,24,19,25
30Q069,Poverty,153,153,139,187,188,213
30Q069,Reside in temporary housing,s,s,No Data,6,No Data,No Data
30Q069,Students with Disabilities,17,15,7,19,20,18
30Q070,All Students,145,147,140,139,144,155
30Q070,Attend school outside district of residence,6,s,s,s,s,6
30Q070,English Language Learners,53,47,31,19,31,20
30Q070,Poverty,122,129,112,111,117,126
30Q070,Reside in temporary housing,s,7,s,s,s,s
30Q070,Students with Disabilities,21,18,23,15,21,25
30Q092,Students with Disabilities,21,20,32,31,25,22
30Q076,All Students,97,87,82,77,74,75
30Q076,Attend school outside district of residence,s,s,s,7,6,7
30Q076,English Language Learners,14,15,15,s,10,s
30Q076,Poverty,97,87,82,77,74,75
30Q076,Reside in temporary housing,9,10,9,s,s,7
30Q076,Students with Disabilities,25,27,31,33,35,34
30Q078,All Students,114,92,85,60,42,56
30Q078,Attend school outside district of residence,s,s,s,No Data,No Data,s
30Q078,English Language Learners,s,s,s,6,s,8
30Q078,Poverty,14,14,17,9,11,20
30Q078,Reside in temporary housing,s,s,s,No Data,s,s
30Q078,Students with Disabilities,9,s,8,s,s,9
30Q084,All Students,58,45,43,35,51,40
30Q084,Attend school outside district of residence,s,s,s,No Data,s,No Data
30Q084,Poverty,58,45,43,35,51,40
30Q084,Reside in temporary housing,s,8,7,7,9,s
30Q084,Students with Disabilities,8,s,6,s,19,s
30Q085,All Students,93,94,83,105,81,77
30Q085,Attend school outside district of residence,s,s,9,22,20,11
30Q085,English Language Learners,7,13,12,10,s,s
30Q085,Poverty,93,94,83,105,81,77
30Q085,Reside in temporary housing,s,6,s,6,s,s
30Q085,Students with Disabilities,11,8,14,12,10,7
30Q092,All Students,138,146,145,159,136,112
30Q092,Attend school outside district of residence,s,s,10,12,15,14
30Q092,English Language Learners,46,72,43,43,47,33
30Q092,Poverty,138,146,145,159,136,112
30Q111,All Students,30,28,20,32,24,38
30Q111,Attend school outside district of residence,s,s,s,s,s,s
30Q111,English Language Learners,s,8,s,9,s,7
30Q111,Poverty,29,27,18,32,23,35
30Q111,Reside in temporary housing,s,s,s,s,s,7
30Q111,Students with Disabilities,8,s,s,9,10,15
30Q112,All Students,83,66,65,90,70,73
30Q112,Attend school outside district of residence,s,s,s,s,s,s
30Q112,English Language Learners,21,9,9,19,9,9
30Q112,Poverty,83,66,65,90,70,73
30Q112,Reside in temporary housing,7,s,8,s,s,s
30Q112,Students with Disabilities,s,s,13,14,14,18
30Q122,All Students,178,186,176,182,171,172
30Q122,Attend school outside district of residence,No Data,s,s,s,s,s
30Q122,English Language Learners,15,16,13,10,10,6
30Q122,Poverty,87,97,89,95,97,103
30Q122,Reside in temporary housing,s,6,s,s,s,s
30Q122,Students with Disabilities,16,16,30,31,21,21
30Q126,All Students,No Data,No Data,No Data,No Data,No Data,No Data
30Q126,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
30Q126,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
30Q126,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
30Q126,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
30Q150,English Language Learners,45,30,24,11,10,20
30Q126,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
30Q127,All Students,139,119,126,181,168,160
30Q127,Attend school outside district of residence,15,9,9,18,16,18
30Q127,English Language Learners,49,62,42,55,66,44
30Q127,Poverty,113,98,112,148,148,151
30Q127,Reside in temporary housing,11,11,s,11,7,7
30Q127,Students with Disabilities,18,16,16,25,28,24
30Q141,All Students,No Data,No Data,No Data,No Data,No Data,No Data
30Q141,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
30Q141,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
30Q141,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
30Q141,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
30Q141,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
30Q145,All Students,No Data,No Data,No Data,No Data,No Data,No Data
30Q145,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
30Q145,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
30Q145,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
30Q145,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
30Q145,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
30Q148,All Students,153,161,146,188,166,144
30Q148,Attend school outside district of residence,s,s,12,6,9,7
30Q148,English Language Learners,65,68,49,48,41,30
30Q148,Poverty,153,161,146,188,166,144
30Q148,Reside in temporary housing,19,17,8,18,13,15
30Q148,Students with Disabilities,29,30,25,25,32,13
30Q149,All Students,136,150,150,272,248,221
30Q149,Attend school outside district of residence,s,s,s,7,21,14
30Q149,English Language Learners,57,80,52,64,55,51
30Q149,Poverty,136,150,150,272,248,221
30Q149,Reside in temporary housing,30,39,41,53,53,39
30Q149,Students with Disabilities,20,20,21,36,27,17
30Q150,All Students,164,161,165,171,167,167
30Q150,Attend school outside district of residence,s,s,12,12,17,27
30Q150,Poverty,164,161,165,171,167,167
30Q150,Reside in temporary housing,9,s,s,s,7,6
30Q150,Students with Disabilities,24,17,18,14,16,18
30Q151,All Students,66,75,58,67,42,66
30Q151,Attend school outside district of residence,s,s,s,s,s,s
30Q151,English Language Learners,15,13,6,9,s,s
30Q151,Poverty,63,68,54,61,41,58
30Q151,Reside in temporary housing,7,7,s,9,s,16
30Q151,Students with Disabilities,12,12,9,14,16,20
30Q152,All Students,157,229,205,214,231,185
30Q152,Attend school outside district of residence,No Data,s,s,s,s,s
30Q152,English Language Learners,83,102,75,45,45,25
30Q152,Poverty,157,229,205,214,231,185
30Q152,Reside in temporary housing,36,73,47,36,32,23
30Q152,Students with Disabilities,20,19,18,28,41,22
30Q166,All Students,159,178,201,221,214,171
30Q166,Attend school outside district of residence,s,s,s,10,s,s
30Q166,English Language Learners,30,55,38,36,24,20
30Q166,Poverty,101,129,133,147,161,133
